,Nombre Entidad,Descripcion del Proceso,Tipo de Contrato,Género Representante Legal,Valor real,Valor Proyectado,Duración del contrato,Tamaño valor extraño,veces la predicción,URLProceso,similarity
436919,METROSABANAS S.A.S,PRESTACION DE SERVICIOS PROFESIONALES PARA BRINDAR APOYO Y ACOMPAÑAMIENTO EN LAS ACTIVIDADES SOCIALES ADELANTADAS POR LA DIVISIÓN TÉCNICA DE LA SOCIEDAD PUBLICA METRO SABANAS S.A.S,Prestación de servicios,Mujer,16.0,21.379908032967236,4 Mes(es),-0.3362442520604523,0.7483661751644785,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5808855&isFromPublicArea=True&isModal=true&asPopupView=true,0.3036266565322876
176586,ALCALDIA DE FLANDES,PRESTACIÓN DE SERVICIOS PROFESIONALES EN COMUNICACIÓN SOCIAL PARA REALIZAR CUBRIMIENTOS PERIODÍSTICOS Y NOTICIOSOS CON FINES DE PRODUCCIÓN AUDIOVISUAL Y DEMÁS REQUERIMIENTOS DE LA ADMINISTRACIÓN MUNICIPAL DE FLANDES TOLIMA.,Prestación de servicios,Mujer,9.999999999999998,13.34313900248179,4 Mes(es),-0.3343139002481792,0.7494488364499555,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5701887&isFromPublicArea=True&isModal=true&asPopupView=true,0.30122798681259155
343557,ALCALDIA DE FLANDES,PRESTACIÓN DE SERVICIOS PROFESIONALES EN COMUNICACIÓN SOCIAL PARA REALIZAR CUBRIMIENTOS PERIODÍSTICOS Y NOTICIOSOS CON FINES DE PRODUCCIÓN AUDIOVISUAL Y DEMÁS REQUERIMIENTOS DE LA ADMINISTRACIÓN MUNICIPAL DE FLANDES TOLIMA.,Prestación de servicios,Mujer,9.999999999999998,13.34313900248179,4 Mes(es),-0.3343139002481792,0.7494488364499555,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5702169&isFromPublicArea=True&isModal=true&asPopupView=true,0.30122798681259155
13692,PERSONERÍA MUNICIPAL DE ZIPAQUIRA,"DIVULGACIÓN DE INFORMACIÓN DE LA PERSONERÍA MUNICIPAL DE
ZIPAQUIRA A TRAVÉS DE PERIÓDICO QUE SEA DE COBERTURA LOCAL;
PUBLICACIÓN EN PÁGINA WEB Y VIDEOS EN REDES SOCIALES.",Prestación de servicios,Hombre,11.620000000000001,15.432353488131026,2 Mes(es),-0.3280854981179884,0.7529635715600285,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6924513&isFromPublicArea=True&isModal=true&asPopupView=true,0.34529462456703186
778784,INSTITUTO DISTRITAL DE PATRIMONIO CULTURAL,"378-Prestar servicios profesionales al Instituto Distrital de Patrimonio Cultural para apoyar la gestión de
comunidades digitales y contenidos comunicativos en redes sociales y canales digitales del IDPC; que aporten
al fortalecimiento de la comunicación pública de la entidad.",Prestación de servicios,Mujer,26.617059,35.3038218372238,134 Dia(s),-0.32636073118460607,0.7539427069036302,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5438132&isFromPublicArea=True&isModal=true&asPopupView=true,0.30465924739837646
506548,MUNICIPIO SAN VICENTE DEL CAGUAN,PRESTAR LOS SERVICIOS PROFESIONALES EN EL DISEÑO DE LAS ESTRATEGIAS DE COMUNICACIÓN PUBLICITARIA PARA LA DIVULGACIÓN DE LAS ACTIVIDADES DESARROLLADAS POR LA ALCALDIA MUNICIPAL DE SAN VICENTE DEL CAGUÁN.,Prestación de servicios,No Definido,13.499999999999998,17.899341225038466,3 Mes(es),-0.3258771277806273,0.7542177016613072,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5640747&isFromPublicArea=True&isModal=true&asPopupView=true,0.3394157290458679
207373,MUNICIPIO DE CAQUEZA,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA REALIZAR PUBLICIDAD; COMUNICACIÓN; MANEJO DE REDES SOCIALES; PRENSA Y DIFUSIÓN DE LAS CAMPAÑAS INSTITUCIONALES QUE ADELANTE LA ADMINISTRACIÓN DEL MUNICIPIO DE CÁQUEZA CUNDINAMARCA,Prestación de servicios,Mujer,17.5,23.160563818603876,141 Dia(s),-0.3234607896345072,0.7555947315040322,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6540109&isFromPublicArea=True&isModal=true&asPopupView=true,0.32611948251724243
353958,MUNICIPIO DE SIBATE,PRESTACIÓN DE SERVICIOS PROFESIONALES EN REDACCIÓN Y CORRECCIÓN DE ESTILO PARA PUBLICACIONES; CUBRIMIENTO PERIODÍSTICO; ENTREVISTAS Y DEMÁS MATERIAL MULTIFORMATO DE LA OFICINA TICS; TECNOLOGÍAS DE LA INFORMACIÓN Y DE LA COMUNICACIÓN - PRENSA; DE LA ALCALDÍA MUNICIPAL DE SIBATÉ; EN EL OFICIO DE PERIO,Prestación de servicios,Mujer,21.509999999999998,28.419260398783962,9 Mes(es),-0.3212115480606213,0.7568810622855053,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5876810&isFromPublicArea=True&isModal=true&asPopupView=true,0.30858904123306274
594058,ALCALDÍA LOCAL DE SUBA,RESTAR SERVICIOS TÉCNICOS PARA EL CUBRIMIENTO Y LA EDICIÓN DE CONTENIDOS INFORMATIVO Y PUBLICACIÓN POR DIVERSOS MEDIOS DE LAS ACTIVIDADES; CRONOGRAMAS Y AGENDA DE LA ALCALDÍA LOCAL A NIVEL INTERNO Y EXTERNO; ASÍ COMO LA GENERACIÓN DE CONTENIDOS PERIODÍSTICOS Y GESTIÓN PARA LA DIVULGACIÓN MULTIPLATAF,Prestación de servicios,No Definido,17.609533,23.210917733281796,3 Mes(es),-0.3180882044561771,0.7586745686815282,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6943259&isFromPublicArea=True&isModal=true&asPopupView=true,0.33267948031425476
282670,GOBERNACIÓN DEL DEPARTAMENTO ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,PRESTAR SUS SERVICIOS PROFESIONALES COMO COMUNICADORA SOCIAL Y PERIODISTICA DE LA OFICINA DE PRENSA Y COMUNICACIONES DE LA GOBERNACIÓN DEPARTAMENTAL.,Prestación de servicios,Mujer,13.912284,18.314683974820966,3 Mes(es),-0.3164397718463026,0.7596245733274247,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6804848&isFromPublicArea=True&isModal=true&asPopupView=true,0.3038526475429535
