,Nombre Entidad,Descripcion del Proceso,Tipo de Contrato,Género Representante Legal,Valor real,Valor Proyectado,Duración del contrato,Tamaño valor extraño,veces la predicción,URLProceso,similarity
427717,SECRETARÍA DISTRITAL DE MOVILIDAD,Prestar servicios profesionales a la Oficina Asesora de Comunicaciones y Cultura para la Movilidad de la Secretaría Distrital de Movilidad para la creación de contenido periodísticos para ser divulgados a través de redes sociales y canales de comunicación de la entidad.,Prestación de servicios,No Definido,63.10709999999999,68.45045769449685,9 Mes(es),-0.08467126035734268,0.9219383204368778,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6019624&isFromPublicArea=True&isModal=true&asPopupView=true,0.31840622425079346
93880,CONCEJO MUNICIPAL CHIA,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN EN ACTIVIDADES DE AUDIO VIDEO REDES Y DEMAS PROCESOS QUE SE DESARROLLAN EN EL ÁREA DE PRENSA Y COMUNICACIONES DEL CONCEJO MUNICIPAL DE CHÍA,Prestación de servicios,Hombre,10.541299999999998,11.393480233221757,148 Dia(s),-0.08084204350713471,0.9252045717570191,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6488723&isFromPublicArea=True&isModal=true&asPopupView=true,0.3106738030910492
725470,ALCALDIA LOCAL DE USME,APOYAR AL EQUIPO DE PRENSA Y COMUNICACIONES DE LA ALCALDÍA LOCAL EN LA REALIZACIÓN Y PUBLICACIÓN DE CONTENIDOS DE REDES SOCIALES Y CANALES DE DIVULGACIÓN DIGITAL (SITIO WEB) DE LA ALCALDÍA LOCAL,Prestación de servicios,Mujer,32.5,35.119748268238986,105 Dia(s),-0.08060763902273803,0.9254052663410407,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5731644&isFromPublicArea=True&isModal=true&asPopupView=true,0.33045846223831177
400652,ALCALDIA LOCAL DE SAN CRISTOBAL,PRESTAR SUS SERVICIOS TÉCNICOS PARA APOYAR AL ALCALDE LOCAL EN TEMAS DE PRENSA Y COMUNICACIONES EN LA REALIZACIÓN Y PUBLICACIÓN DE CONTENIDOS DE REDES SOCIALES Y CANALES DE DIVULGACIÓN DIGITAL (SITIO WEB) DE LA ALCALDÍA LOCAL.,Prestación de servicios,Mujer,28.578,30.858593948594038,4 Mes(es),-0.07980243364105391,0.9260953382259354,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6414145&isFromPublicArea=True&isModal=true&asPopupView=true,0.30678191781044006
861621,ALCALDIA LOCAL DE SAN CRISTOBAL,PRESTAR SUS SERVICIOS TÉCNICOS PARA APOYAR AL ALCALDE LOCAL EN TEMAS DE PRENSA Y COMUNICACIONES EN LA REALIZACIÓN Y PUBLICACIÓN DE CONTENIDOS DE REDES SOCIALES Y CANALES DE DIVULGACIÓN DIGITAL (SITIO WEB) DE LA ALCALDÍA LOCAL,Prestación de servicios,Hombre,28.56,30.784607455231562,6 Mes(es),-0.07789241790026483,0.9277363708968291,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5858707&isFromPublicArea=True&isModal=true&asPopupView=true,0.30223631858825684
493740,ALCALDIA DE TURBACO BOLIVAR,PRESTACION DE SERVICIOS PROFESIONALES EN EL DESARROLLO DE LAS ACTIVIDADES DE PUBLICIDAD Y COMUNICACIÓN VISUAL DE LA ALCALDIA MUNICIPAL DE TURBACO,Prestación de servicios,Hombre,15.0,16.145303618955303,136 Dia(s),-0.07635357459702022,0.9290627388629182,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6556291&isFromPublicArea=True&isModal=true&asPopupView=true,0.34490299224853516
365375,INSTITUTO DE DEPORTES Y RECREACIÓN DEL MUNICIPIO DE FACATATIVA,"PRESTACIÓN DE SERVICIOS COMO APOYO EN LOS PROGRAMAS EDITORIAL; SONORO; AUDIOVISUAL;  COMUNICACIÓN INTERNA Y MONITOREO DE REDES SOCIALES EN LOS MEDIOS DE COMUNICACIÓN  PERMANENTE; CON EL FIN DE MANTENER A LA COMUNIDAD MUNICIPAL Y REGIONAL INFORMADA  
SOBRE LAS DIFERENTES ACTIVIDADES ORGANIZADAS POR E",Prestación de servicios,Hombre,20.5,21.944128603170274,205 Dia(s),-0.0704452977156231,0.9341906607783168,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5591767&isFromPublicArea=True&isModal=true&asPopupView=true,0.3599003553390503
771395,SERVICIO NACIONAL DE APRENDIZAJE - SENA MAGDALENA,Prestar servicios personales de carácter temporal para impartir formación profesional de nivel técnico programada por el Centro de Logística y Promoción Ecoturística Regional Magdalena para el programa de Articulación con la Educación Media en el area de ELABORACION DE AUDIOVISUALES,Prestación de servicios,Mujer,30.842400000000005,32.97288807995641,800 Hora(s),-0.06907659844747513,0.9353866705643086,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5520472&isFromPublicArea=True&isModal=true&asPopupView=true,0.3045242428779602
64071,MUNICIPIO DE ABEJORRAL,PRESTACION DE SERVICIOS PROFESIONALES DE APOYO A LA GESTION EN ACTIVIDADES DE DIFUSIÓN; PUBLICIDAD AUDIOVISUAL Y COMUNICACION DIGITAL (REDES SOCIALES; PROGRAMAS RADIALES; EVENTOS OFICIALES) DE LA OFERTA DE SERVICIOS INSTITUCIONALES DE LAS DIFERENTES DEPENDENCIAS DE LA ADMINISTRACIÓN MUNICIPAL DE ABE,Prestación de servicios,Hombre,12.446,13.236343834424938,85 Dia(s),-0.06350183467981184,0.940289868236165,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6796908&isFromPublicArea=True&isModal=true&asPopupView=true,0.33026421070098877
353784,ALCALDIA LOCAL DE SAN CRISTOBAL,APOYAR AL EQUIPO DE PRENSA Y COMUNICACIONES DE LA ALCALDÍA LOCAL EN LA REALIZACIÓN Y PUBLICACIÓN DE CONTENIDOS DE REDES SOCIALES Y CANALES DE DIVULGACIÓN DIGITAL (SITIO WEB) DE LA ALCALDÍA LOCAL,Prestación de servicios,Mujer,34.199999999999996,36.26909832124368,6 Mes(es),-0.06049995091355808,0.9429514816465188,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5852029&isFromPublicArea=True&isModal=true&asPopupView=true,0.33045846223831177
