,Nombre Entidad,Descripcion del Proceso,Tipo de Contrato,Género Representante Legal,Valor real,Valor Proyectado,Duración del contrato,Tamaño valor extraño,veces la predicción,URLProceso,similarity
445598,ALCALDIA MUNICIPAL DE BUGA,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA APOYAR LA GESTIÓN COMUNICACIONAL EN LA AUDIENCIA PÚBLICA DE RENDICIÓN DE CUENTAS; ENCUENTROS COMUNITARIOS Y DEMÁS ACTIVIDADES EN LA SECRETARIA DE BIENESTAR SOCIAL Y DESARROLLO COMUNITARIO REQUERIDAS POR LA OFICINA DE PRENSA DE LA ALCALDIA MUNICIPAL DE GUADA,Prestación de servicios,No Definido,11.999999999999998,18.031656850952427,6 Mes(es),-0.5026380709127024,0.6654962491350961,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5881484&isFromPublicArea=True&isModal=true&asPopupView=true,0.33404630422592163
704353,ALCALDIA LOCAL DE CIUDAD BOLIVAR //,PRESTAR SUS SERVICIOS PROFESIONALES PARA APOYAR AL EQUIPO DE PRENSA Y COMUNICACIONES DE LA ALCALDÍA LOCAL EN LA REALIZACIÓN Y PUBLICACIÓN DE CONTENIDOS DE REDES SOCIALES Y CANALES DE DIVULGACIÓN DIGITAL (SITIO WEB) DE LA ALCALDÍA LOCAL,Prestación de servicios,Hombre,23.52,35.28761790466066,4 Mes(es),-0.5003238905042796,0.6665227464077015,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5676645&isFromPublicArea=True&isModal=true&asPopupView=true,0.33060258626937866
296533,MUNICIPIO DE SANTA ROSA DE CABAL,PRESTACION DE SERVICIOS PROFESIONALES PARA APOYAR LA REALIZACIÓN DEL DISEÑO Y ELABORACION DE PIEZAS DE INFORMACIÓN Y PUBLICIDAD GRAFICA PARA IMPRESOS Y MEDIOS DE COMUNICACIÓN DIGITALES Y TRADICIONALES DE LA ADMINISTRACION MUNICIPAL DE SANTA ROSA DE CABAL,Prestación de servicios,Mujer,11.500000000000002,17.20262830174214,115 Dia(s),-0.49588072189062077,0.668502498472014,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6671291&isFromPublicArea=True&isModal=true&asPopupView=true,0.316941499710083
123114,CONCEJO MUNICIPAL DE BUCARAMANGA,PRESTAR SERVICIOS PROFESIONALES EN MEDIOS AUDIOVISUALES Y APOYAR EN LAS COMUNICACIONES ESTRATÉGICAS DEL CONCEJO MUNICIPAL DE BUCARAMANGA,Prestación de servicios,Mujer,13.2,19.693830809934607,4 Mes(es),-0.4919568795405006,0.6702606581417986,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6540789&isFromPublicArea=True&isModal=true&asPopupView=true,0.3163992762565613
464145,CONCEJO MUNICIPAL DE YOPAL,PRESTAR LOS SERVICIOS COMO PROFESIONAL EN COMUNICACIÓN AUDIOVISUAL Y MULTIMEDIOS EN LA TOMA DE REGISTROS FOTOGRÁFICOS; FILMICOS Y DEMÁS ACTIVIDADES REQUERIDAS PARA LA COMPLEMENTACIÓN DE LA INFORMACIÓN DE LA PÁGINA WEB Y REDES SOCIALES DEL CONCEJO MUNICIPAL DE YOPAL.,Prestación de servicios,Hombre,12.026042999999998,17.927461195825913,3 Mes(es),-0.49071986486543545,0.6708168473291715,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6597940&isFromPublicArea=True&isModal=true&asPopupView=true,0.3385685086250305
336530,MUNICIPIO DE PAIPA,PRESTAR SERVICIOS PROFESIONALES EN LA OFICINA TIC EN ACTIVIDADES COMO DISEÑAR PIEZAS GRÁFICAS PARA EL DESARROLLO DE CAMPAÑAS PUBLICITARIAS; DISEÑO DE PIEZAS DIGITALES PARA CONTENIDOS EN REDES SOCIALES EN LA ALCALDÍA DE PAIPA.,Prestación de servicios,Mujer,16.82856,25.082771458299863,6 Mes(es),-0.49048828053617566,0.6709210753675088,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5642907&isFromPublicArea=True&isModal=true&asPopupView=true,0.3046444058418274
214782,ALCALDIA LOCAL DE SUMAPAZ,PRESTAR SUS SERVICIOS PROFESIONALES PARA APOYAR AL EQUIPO DE PRENSA Y COMUNICACIONES DE LA ALCALDÍA LOCAL DE SUMAPAZ; EN LA REALIZACIÓN Y PUBLICACIÓN DE CONTENIDOS DE REDES SOCIALES Y CANALES DE DIVULGACIÓN DIGITAL (SITIO WEB) DE LA ALCALDÍA LOCAL,Prestación de servicios,Mujer,23.999999999999996,35.75448878884675,4 Mes(es),-0.48977036620194814,0.6712443895292541,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6532955&isFromPublicArea=True&isModal=true&asPopupView=true,0.31406983733177185
666473,MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA TRANSMISIÓN; REPRODUCCIÓN DE AUDIO; VIDEO Y OTROS CONTENIDOS MULTIMEDIA EN  TIEMPO REAL A TRAVES DE LOS DIFERENTES CANALES INSTITUCIONALES COMO ESTRATEGIA DE  DIFUSIÓN DE LAS ACTIVIDADES DE LA ALCALDÍA DE FUNZA,Prestación de servicios,Hombre,27.925333,41.58924040331084,170 Dia(s),-0.4893015028078928,0.6714557113617521,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6353547&isFromPublicArea=True&isModal=true&asPopupView=true,0.30045339465141296
78416,MUNICIPIO DE ANSERMA CALDAS,Prestar los servicios como periodista en la Alcaldía de Anserma; para  la recopilación y difusión de información audiovisual de la ejecución de programas y actividades adelantados por la administración municipal,Prestación de servicios,Mujer,9.450000000000001,14.05959548384041,91 Dia(s),-0.48778788188787386,0.6721388258190991,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5769855&isFromPublicArea=True&isModal=true&asPopupView=true,0.31983423233032227
299244,CONCEJO MUNICIPAL DE BUCARAMANGA,PRESTAR SERVICIOS PROFESIONALES COMO COMUNICADOR SOCIAL Y PERIODISTA APOYANDO LOS MEDIOS AUDIOVISUALES Y EN COMUNICACIONES ESTRATÉGICAS DEL CONCEJO MUNICIPAL DE BUCARAMANGA,Prestación de servicios,No Definido,14.0,20.82545852856766,4 Mes(es),-0.487532752040547,0.6722541057521146,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6541429&isFromPublicArea=True&isModal=true&asPopupView=true,0.3956119418144226
341212,RADIO TELEVISION NACIONAL DE COLOMBIA.,El CONTRATISTA se obliga a prestar sus servicios desarrollando actividades de registro audiovisual y/o reportería para los contenidos audiovisuales y/o transmisiones de RTVC,Prestación de servicios,Hombre,24.039064999999997,35.50173807477848,5 Mes(es),-0.4768352294391851,0.6771236086910934,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6756944&isFromPublicArea=True&isModal=true&asPopupView=true,0.3458944261074066
52237,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,"Prestación de servicios profesionales para el apoyo comunicacional actividades de diseño gráfico y marketing
digital de las piezas publicitarias necesarias para la difusión de los eventos; convocatorias y noticias de interés
y promocionar todo lo referente al Politécnico Colombiano Jaime Isaza Cadav",Prestación de servicios,Mujer,16.486344,24.29691006068186,90 Dia(s),-0.4737597408304632,0.6785366517316455,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6080956&isFromPublicArea=True&isModal=true&asPopupView=true,0.35014045238494873
732535,ALCALDIA MUNICIPIO DE VILLAVICENCIO,PRESTACIÓN DE SERVICIOS PARA LA DIVULGACION Y PROMOCIÓN RADIAL EN FRECUENCIA MODULADA (FM) DE LOS PROGRAMAS; PROYECTOS Y DEMAS TEMAS DE INTERES PUBLICO DE LA ALCALDIA DE VILLAVICENCIO,Prestación de servicios,Mujer,15.0,22.095489803425814,76 Dia(s),-0.4730326535617209,0.6788715766633203,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6821782&isFromPublicArea=True&isModal=true&asPopupView=true,0.32928937673568726
562786,ALCALDIA MUNICIPIO DE VILLAVICENCIO,PRESTACIÓN DE SERVICIOS PARA LA DIVULGACION Y PROMOCIÓN RADIAL EN FRECUENCIA MODULADA (FM) DE LOS PROGRAMAS; PROYECTOS Y DEMAS TEMAS DE INTERES PUBLICO DE LA ALCALDIA DE VILLAVICENCIO,Prestación de servicios,Mujer,15.0,22.095489803425814,68 Dia(s),-0.4730326535617209,0.6788715766633203,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6867419&isFromPublicArea=True&isModal=true&asPopupView=true,0.32928937673568726
25314,ALCALDIA MUNICIPIO DE ZIPAQUIRA,PRESTACIÓN DE SERVICIOS PARA EL CUBRIMIENTO PERIODÍSTICO Y DIVULGACIÓN DE LA INFORMACIÓN; ACTIVIDADES Y GESTIÓN DE LA ADMINISTRACIÓN MUNICIPAL; A TRAVES DE UN MEDIO DE COMUNICACIÓN DIGITAL.,Prestación de servicios,Hombre,10.500000000000002,15.41417674150854,55 Dia(s),-0.46801683252462256,0.6811910993419943,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6964596&isFromPublicArea=True&isModal=true&asPopupView=true,0.3443774878978729
611133,GOBERNACIÓN DEL CAUCA,PRESTAR SERVICIOS PROFESIONALES COMO COMUNICADOR SOCIAL PERIODISTA; PARA APOYAR EN EL REGISTRO Y CREACIÓN AUDIOVISUAL DE LAS ACTIVIDADES EXTERNAS QUE REALICE LA GOBERNACIÓN DEL CAUCA; EN EL MARCO DEL PROYECTO FORTALECIMIENTO DE LOS PROCESOS DE COMUNICACIÓN PÚBLICA; TRANSPARENCIA Y ACCESO PARA EL COR,Prestación de servicios,No Definido,22.85,33.52131430181544,150 Dia(s),-0.4670159431866711,0.6816558501932753,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6462333&isFromPublicArea=True&isModal=true&asPopupView=true,0.3043438196182251
347284,CONCEJO MUNICIPAL DE MOSQUERA,PRESTACIÓN  DE SERVICIOS DE APOYO A LA GESTION EN EL DESARROLLO DE ACTIVIDADES DE DIVULGACIÓN; PRENSA Y MANEJO DE MEDIOS AUDIOVISUALES DE LA CORPORACION CONCEJO MUNICIPAL DE MOSQUERA,Prestación de servicios,Hombre,6.999999999999997,10.244713607511152,84 Dia(s),-0.4635305153587365,0.6832792275293849,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6776033&isFromPublicArea=True&isModal=true&asPopupView=true,0.33467015624046326
166926,ALCALDÍA DE POPAYÁN,PRESTAR SERVICIO PROFESIONAL COMO COMUNICADOR SOCIAL PARA APOYAR EN EL CUBRIMIENTO PERIODISTICO Y PRODUCCION AUDIOVISUAL; EN EL MARCO DEL PROYECTO DENOMINADO: OPTIMIZACION DEL PROCESO COMUNICACIONAL E INFORMATIVO DEL MUNICIPIO DE POPAYAN,Prestación de servicios,Hombre,12.400000000000002,18.092157937272724,91 Dia(s),-0.4590449949413484,0.6853798227382278,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6828353&isFromPublicArea=True&isModal=true&asPopupView=true,0.34010112285614014
