,Nombre Entidad,Descripcion del Proceso,Tipo de Contrato,Género Representante Legal,Valor real,Valor Proyectado,Duración del contrato,Tamaño valor extraño,veces la predicción,URLProceso,similarity
680737,ALCALDIA LOCAL DE CIUDAD BOLIVAR //,PRESTAR SUS SERVICIOS PROFESIONALES PARA APOYAR AL EQUIPO DE PRENSA Y COMUNICACIONES DE LA ALCALDÍA LOCAL EN LA REALIZACIÓN Y PUBLICACIÓN DE CONTENIDOS DE REDES SOCIALES Y CANALES DE DIVULGACIÓN DIGITAL (SITIO WEB) DE LA ALCALDÍA LOCAL,Prestación de servicios,Hombre,17.64,34.06685574879297,3 Mes(es),-0.9312276501583314,0.5178053451740996,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6286489&isFromPublicArea=True&isModal=true&asPopupView=true,0.33060258626937866
731192,MUNICIPIO DE ARMENIA QUINDIO,PRESTACION SERVICIOS PROFESIONALES PARA REALIZAR ACOMPAÑAMIENTO A LA PRODUCCION DE CONTENIDOS AUDIOVISUALES DE MEDIOS INSTITUCIONALES; CREACION DE CAMPAÑAS PUBLICITARIAS EN ESPACIOS FISICOS; EN MEDIOS Y REDES SOCIALES INSTITUCIONALES DEL MUNICIPIO DE ARMEN,Prestación de servicios,No Definido,11.249999999999998,21.702891232346932,125 Dia(s),-0.9291458873197276,0.5183641146960415,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5616925&isFromPublicArea=True&isModal=true&asPopupView=true,0.3665481209754944
349314,ALCALDIA MUNICIPIO CARMEN DE CARUPA,PRESTACIÓN DE SERVICIOS PROFESIONALES EN EL ÁREA DE COMUNICACIONES Y PRENSA DIGITAL EN PRO DE LA DIVULGACIÓN Y PROMOCIÓN DE LOS PROGRAMAS CULTURALES Y RECREODEPORTIVOS DEL MUNICIPIO DE CARMEN DE CARUPA,Prestación de servicios,Hombre,8.616666999999998,16.588273446038734,3 Mes(es),-0.9251380430552484,0.5194432698514293,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6797434&isFromPublicArea=True&isModal=true&asPopupView=true,0.3138447403907776
106909,ALCALDIA LOCAL DE CIUDAD BOLIVAR //,PRESTAR SUS SERVICIOS PROFESIONALES PARA APOYAR AL EQUIPO DE PRENSA Y COMUNICACIONES DE LA ALCALDÍA LOCAL EN LA REALIZACIÓN Y PUBLICACIÓN DE CONTENIDOS DE REDES SOCIALES Y CANALES DE DIVULGACIÓN DIGITAL (SITIO WEB) DE LA ALCALDÍA LOCAL.,Prestación de servicios,No Definido,17.64,33.89988336541611,3 Mes(es),-0.9217620955451308,0.5203557726100004,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6953529&isFromPublicArea=True&isModal=true&asPopupView=true,0.33496296405792236
732428,LOTERIA DE BOYCA,ESPACIO PUBLICITARIO EN EL KANAL TUNJA TELEVISIÓN; PARA LA EMISIÓN Y DIFUSIÓN DE LOS PRODUCTOS Y/O CAMPAÑAS PUBLICITARIAS DE LA LOTERÍA DE BOYACÁ AÑO 2024.,Prestación de servicios,Hombre,17.5,33.49557371703505,5 Mes(es),-0.9140327838305743,0.5224570908334649,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6021264&isFromPublicArea=True&isModal=true&asPopupView=true,0.3799404203891754
266388,AGENCIA DE EDUCACIÓN POSTSECUNDARIA DE MEDELLÍN -SAPIENCIA-,Prestación de servicios de forma temporal como Profesional II en comunicaciones para proyectar el diseño y puesta en marcha de la estrategia comunicacional y promocional de Sapiencia en los diferentes medios de Comunicación y Divulgación para dar a conocer las actividades y proyectos de la Agenciade,Prestación de servicios,Mujer,16.806146,32.09079763740135,89 Dia(s),-0.9094679790001441,0.5237060851492418,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5920382&isFromPublicArea=True&isModal=true&asPopupView=true,0.3005690574645996
358289,ALCALDÍA LOCAL DE CHAPINERO - FONDO DE DESARROLLO LOCAL,PRESTAR SERVICIOS TECNICOS PARA APOYAR LAS COMUNICACIONES DE LA ALCALDIA LOCAL EN LA REALIZACIÓN Y PUBLICACION DE CONTENIDOS DE REDES SOCIALES; PRENSA Y CANALES DE DIVULGACION DIGITAL.,Prestación de servicios,Hombre,19.647,37.44074888420773,135 Dia(s),-0.9056725649823246,0.5247491192219977,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6771064&isFromPublicArea=True&isModal=true&asPopupView=true,0.39279723167419434
737644,EMPRESA DE ENERGÍA DE CASANARE S.A. E.S.P.,EMITIR INFORMACIÓN DE INTERÉS GENERAL DE LA EMPRESA DE ENERGÍA DE CASANARE ENERCA S.A.  E.S.P.; A TRAVÉS DE MEDIOS DE COMUNICACIÓN AUDITIVO; ESCRITO Y VIRTUAL; PRODUCCIÓN AUDIOVISUAL.,Prestación de servicios,Mujer,39.150999999999996,74.41349049216694,1 Mes(es),-0.9006791778541277,0.5261277187920809,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7066016&isFromPublicArea=True&isModal=true&asPopupView=true,0.3069421052932739
664748,CONTRALORIA DEPARTAMENTAL DEL VICHADA,PRESTACION DE SERVICIOS DE APOYO A LA GESTION PARA LA PROMOCION; DIVULGACION; SOCIALIZACION DE LA GESTIÓN INSTITUCIONAL A TRAVÉS DE LOS MEDIOS AUDIOVISUALES,Prestación de servicios,Mujer,11.639999999999999,22.098448628335596,194 Dia(s),-0.8984921502006528,0.5267338081404811,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6251518&isFromPublicArea=True&isModal=true&asPopupView=true,0.3107522130012512
235123,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,"43-0017 Prestación de servicios profesionales al grupo de comunicaciones del Ministerio de 
Ambiente y Desarrollo Sostenible; para la creación; producción y edición de contenidos 
periodísticos; piezas gráficas y audiovisuales; relacionamiento con medios de comunicación 
para la divulgación y difusi",Prestación de servicios,Mujer,35.0,66.30053077782857,150 Dia(s),-0.8943008793665306,0.5278992428776194,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5471423&isFromPublicArea=True&isModal=true&asPopupView=true,0.3469213843345642
