,Nombre Entidad,Descripcion del Proceso,Tipo de Contrato,Género Representante Legal,Valor real,Valor Proyectado,Duración del contrato,Tamaño valor extraño,veces la predicción,URLProceso,similarity
412521,DILOF,PRESTAR SERVICIOS PROFESIONALES A LA DIRECCIÓN GENERAL DE LA POLICIA NACIONAL COMO ASESOR EN TEMAS DE COMUNICACIÓN PÚBLICA MANEJO DE MEDIOS Y GESTIÓN DE CONTENIDOS PARA MEDIOS DE COMUNICACIÓN.,Prestación de servicios,No Definido,153.99999999999997,74.83977486611343,11 Mes(es),0.5140274359343283,2.0577293327712742,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5452842&isFromPublicArea=True&isModal=true&asPopupView=true,0.310883492231369
238553,INSTITUTO DISTRITAL DE GESTIÓN DE RIESGOS Y CAMBIO CLIMÁTICO - IDIGER,PRESTAR SERVICIOS PROFESIONALES ESPECIALIZADOS EN LAS ACTIVIDADES PERIODÍSTICAS Y DE REPORTERÍA PARA LA DIVULGACIÓN DE INFORMACIÓN SOBRE LA GESTIÓN DEL RIESGO EN BOGOTÁ; CON MIRAS AL CUMPLIMIENTO DEL PDGR CC.,Prestación de servicios,Mujer,64.0,30.93289675173227,8 Mes(es),0.5166734882541832,2.0689947182659494,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7043230&isFromPublicArea=True&isModal=true&asPopupView=true,0.3095446228981018
114797,MUNICIPIO DE MANIZALES,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA ELABORACIÓN Y EDICIÓN DE TEXTOS PERIODÍSTICOS DE LAS DIFERENTES SECRETARÍAS DE LA ALCALDÍA DE MANIZALES; PARA SER DIFUNDIDOS A TRAVÉS DE LOS MEDIOS DE COMUNICACIÓN,Prestación de servicios,Hombre,53.83333300000002,25.993887917859308,323 Dia(s),0.5171413979168018,2.070999658462534,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5616365&isFromPublicArea=True&isModal=true&asPopupView=true,0.31160402297973633
854793,TRANSMILENIO S.A.,SAUCC46 Contratar servicios profesionales para la organización de actividades con la presencia de medios de comunicación; así como la creación de noticias y material periodístico sobre TRANSMILENIO S.A. y su operación.,Prestación de servicios,No Definido,72.00000000000001,34.50842998496715,8 Mes(es),0.5207162502087896,2.0864467039319163,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6012683&isFromPublicArea=True&isModal=true&asPopupView=true,0.30440518260002136
532198,EMPRESA IBAGUEREÑA DE ACUEDUCTO Y ALCANTARILLADO SA ESP OFICIAL IBAL SA ESP OFICIAL,CONTRATAR EL SERVICIO DE PUBLICIDAD EN UN ESPACIO DIGITAL PARA LA TRANSMISIÓN DE CONTENIDO; Y PUBLICACIÓN DE CAMPAÑAS; MENSAJES Y DEMÁS INFORMACIÓN INSTITUCIONAL DEL IBAL S.A. E.S.P. OFICIAL DE CONFORMIDAD CON EL PLAN DE MEDIOS APROBADO POR LA GERENCIA.,Prestación de servicios,Hombre,72.00000000000001,33.74089603143481,9 Mes(es),0.53137644400785,2.1339089493332066,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5765237&isFromPublicArea=True&isModal=true&asPopupView=true,0.35580670833587646
84368,ALCALDIA MUNICIPAL DE FACATATIVA,CONTRATAR LA GERENCIA DEL PROYECTO CENTRAL DE MEDIOS PARA EL DESARROLLO DE CAMPAÑAS DE COMUNICACIÓN Y LA IMPRESIÓN DE MATERIAL PUBLICITARIO; QUE PERMITAN A LA OFICINA ASESORA DE PRENSA Y COMUNICACIONES HACER PROMOCIÓN Y DIVULGACIÓN DE LAS ACTIVIDADES DE LA ADMINISTRACIÓN MUNICIPAL EN MEDIOS MASIVOS,Otro,No Definido,219.95,102.69140452091621,6 Mes(es),0.5331147782636226,2.141854043443339,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6177027&isFromPublicArea=True&isModal=true&asPopupView=true,0.38517138361930847
345555,ALCALDIA MUNICIPIO DE APARTADO,PRESTACIÓN DE SERVICIOS PROFESIONALES EN LA OFICINA DE COMUNICACIONES Y APOYO EN CUBRIMIENTO FOTOGRÁFICO; AUDIOVISUAL; PRESENTACIÓN DE EVENTOS; REDACCIÓN DE BOLETINES Y COMUNICADOS DE PRENSA,Prestación de servicios,Mujer,41.39999999999998,18.210312168875333,9 Mes(es),0.5601373872252332,2.2734371391370187,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5706753&isFromPublicArea=True&isModal=true&asPopupView=true,0.3243483006954193
241898,RADIO TELEVISION NACIONAL DE COLOMBIA.,Prestar sus servicios de producción periodística para los contenidos audiovisuales de RTVC.,Prestación de servicios,Hombre,65.99999999999999,28.310557711841746,155 Dia(s),0.5710521558811856,2.331285758188843,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6661502&isFromPublicArea=True&isModal=true&asPopupView=true,0.3059447407722473
804805,MUNICIPIO DE RAMIRIQUI,PRESTACIÓN DE SERVICIOS PUBLICITARIOS Y DE RADIOFUSIÓN; PARA LA TRANSMISIÓN RADIAL DE CUÑAS; AVISOS; PROGRAMAS Y ACTIVIDADES INSTITUCIONALES Y DE INTERÉS COMUNITARIO; ADELANTADAS POR LA ADMINISTRACIÓN MUNICIPAL DE RAMIRIQUÍ BOYACÁ,Prestación de servicios,Hombre,35.0,15.006005882562837,11 Mes(es),0.5712569747839189,2.332399458850701,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5485998&isFromPublicArea=True&isModal=true&asPopupView=true,0.33707815408706665
300578,ALCALDIA MUNICIPIO DE ZIPAQUIRA,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA REALIZAR LABORES PERIODÍSTICAS; ELABORACIÓN DE CONTENIDOS PARA REDES SOCIALES Y COMUNICACIÓN EXTERNA PARA LA ALCALDÍA MUNICIPAL DE ZIPAQUIRÁ,Prestación de servicios,Hombre,35.0,14.787899373623627,10 Mes(es),0.5774885893250392,2.3667999839400853,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5537262&isFromPublicArea=True&isModal=true&asPopupView=true,0.30255788564682007
