,Nombre Entidad,Descripcion del Proceso,Tipo de Contrato,Género Representante Legal,Valor real,Valor Proyectado,Duración del contrato,Tamaño valor extraño,veces la predicción,URLProceso,similarity
149549,MUNICIPIO DE ENVIGADO,PRESTACIÓN DE SERVICIOS PROFESIONALES EN COMUNICACIÓN PARA EL POSICIONAMIENTO Y LA REDACCIÓN EN MEDIOS PUBLICITARIOS DE LOS EVENTOS; PROGRAMAS Y CAMPAÑAS DE LA SECRETARÍA DE SEGURIDAD,Prestación de servicios,Hombre,30.153658,26.306790719468793,206 Dia(s),0.12757547626663426,1.1462309607262078,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6168309&isFromPublicArea=True&isModal=true&asPopupView=true,0.31286051869392395
627852,RADIO TELEVISION NACIONAL DE COLOMBIA.,EL CONTRATISTA se obliga a prestar sus servicios desarrollando actividades de periodismo y de presentación para los contenidos audiovisuales de RTVC.,Prestación de servicios,No Definido,26.033333,22.581837217903132,110 Dia(s),0.13257986528643362,1.1528438872706284,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6694192&isFromPublicArea=True&isModal=true&asPopupView=true,0.3224610686302185
164594,GOBERNACIÓN DEL CAUCA,"PRESTAR SERVICIOS PROFESIONALES COMO COMUNICADOR SOCIAL; PARA APOYO EN EL
SEGUIMIENTO DE LAS ESTRATEGIAS DE COMUNICACIÓN EXTERNA E INTERNA CON EJERCICIOS DE PERIODISMO;
REPORTERÍA; REDACCIÓN DE TEXTOS Y CREACIÓN AUDIOVISUAL DE LAS ACTIVIDADES QUE REALICE LA GOBERNACIÓN
DEL CAUCA; EN EL MARCO DEL PRO",Prestación de servicios,No Definido,30.725499999999997,26.382540388745575,195 Dia(s),0.14134707689881115,1.1646149137748338,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6141098&isFromPublicArea=True&isModal=true&asPopupView=true,0.3203274607658386
823993,MUNICIPIO DE TENJO,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO COMUNICADOR SOCIAL Y PERIODISTA PARA EL FORTALECIMIENTO DE LA OFICINA DE PRENSA Y COMUNICACIONES; EN LA PRESENTACIÓN DE EVENTOS PROTOCOLARIOS; REALIZACIÓN DE CONTENIDO AUDIOVISUAL Y MULTIMEDIA DE LA ALCALDÍA DEL MUNICIPIO DE TENJO.,Prestación de servicios,Hombre,28.383332999999997,24.30544957188013,131 Dia(s),0.14367176075198318,1.1677765069129897,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6566010&isFromPublicArea=True&isModal=true&asPopupView=true,0.3935464024543762
429407,MUNICIPIO DE BUCARAMANGA,PRESTAR SERVICIOS LOS SERVICIOS PROFESIONALES COMO COMUNICADOR SOCIAL PERIODISTA EN EL MARCO DEL PROYECTO: IMPLEMENTACIÓN DE ESTRATEGIAS DE COMUNICACIÓN Y PUBLICIDAD EN LA ALCALDIA DE BUCARAMANGA,Prestación de servicios,Hombre,29.999999999999996,25.57117154976218,5 Mes(es),0.14762761500792723,1.1731961494849463,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6425923&isFromPublicArea=True&isModal=true&asPopupView=true,0.3179208040237427
679012,SUPERSOCIEDADES,PRESTAR LOS SERVICIOS DE PREPRODUCCIÓN; PRODUCCIÓN; REALIZACIÓN DE MATERIAL AUDIOVISUAL; CONTENIDOS DIGITALES; CONVERGENTES; MULTIPLATAFORMA Y MULTIMEDIA PARA DIFUNDIR LAS ACCIONES MISIONALES REALIZADAS POR LA ENTIDAD A NIVEL NACIONAL Y LA TRANSMISIÓN EN DIRECTO CON LA INTERPRETACIÓN EN LENGUAJE DE,Prestación de servicios,No Definido,99.53615900000001,84.76056394512469,60 Dia(s),0.14844449698802747,1.174321575590758,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6896077&isFromPublicArea=True&isModal=true&asPopupView=true,0.30971065163612366
792745,CONCEJO MUNICIPAL DE SAN JOSE DE CÚCUTA.,PRESTAR DE MANERA AUTÓNOMA E INDEPENDIENTE LOS SERVICIOS PROFESIONALES COMO COMUNICADOR(A) SOCIAL EN EL DESARROLLO DE ACTIVIDADES DE DIVULGACIÓN; COMUNICACIÓN Y PRENSA DE LA CORPORACIÓN CONCEJO MUNICIPAL DE CÚCUTA,Prestación de servicios,Mujer,18.0,15.296637493592506,6 Mes(es),0.15018680591152744,1.1767291999656713,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5833400&isFromPublicArea=True&isModal=true&asPopupView=true,0.3304309844970703
51876,RADIO TELEVISION NACIONAL DE COLOMBIA.,El CONTRATISTA se obliga a prestar sus servicios de corresponsalía en la ciudad de Cartagena; Bolívar; desarrollando actividades de registro audiovisual o reportería de forma transversal para el servicio informativo de RTVC.,Prestación de servicios,Hombre,47.351365000000015,40.19252549774825,164 Dia(s),0.15118549385538863,1.1781137018287848,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6625985&isFromPublicArea=True&isModal=true&asPopupView=true,0.30210021138191223
642552,MINCULTURA,Prestar servicios profesionales para el apoyo a la coordinación del Grupo de Divulgación y Prensa; en la elaboración de estrategias y planes de medios para la divulgación de los planes; programas; proyectos; convocatorias a medios de comunicación y eventos del Ministerio en los medios de comunicació,Prestación de servicios,Mujer,86.184,73.11202360787905,271 Dia(s),0.15167521108466706,1.1787937981614316,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5931407&isFromPublicArea=True&isModal=true&asPopupView=true,0.3359661102294922
199072,RNEC,Prestar el servicio de monitoreo en medios de comunicación internacionales; nacionales; regionales; locales y comunitario para hacer seguimiento de la información que se registra en radio; prensa; televisión; revistas; portales digitales; electrónicos y redes sociales donde se referencia la Registra,Prestación de servicios,Hombre,29.988,25.311318313151187,247 Dia(s),0.155951770269735,1.1847664206577069,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6343027&isFromPublicArea=True&isModal=true&asPopupView=true,0.32528138160705566
