,Entidad,Descripción del Procedimiento,Tipo de Contrato,Valor real,Valor Proyectado,Tamaño valor extraño,Similitud de valor,veces la predicción,Contrato relacionado con publicidad,URLProceso
639297,ICBF SEDE NACIONAL,"Prestar los servicios integrales como operador de comunicaciones para el diseño, producción y divulgación de contenidos, estrategias, acciones e iniciativas de comunicación definidas por el ICBF para la promoción de los derechos de los niños, niñas y adolescentes, así como de los programas, servicios y gestión propia de la entidad",Prestación de servicios,14290.0,125.32018372756616,1271887.777872411,4.389433231182717e-15,114.02792092186095,0.6878874897956848,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6346249
557514,DEFENSORÍA DEL PUEBLO,"Contratar la preproducción, producción, postproducción y emisión de piezas, programas, campañas audiovisuales y desarrollo de acciones y actividades de comunicación de la Defensoría del Pueblo para la promoción y divulgación de Derechos Humanos, llegando a través de diferentes medios masivos de comunicación a las poblaciones vulnerables.",Otro,4000.000000000001,814.3976904932823,145992.18529662682,6.623149692836617e-05,4.911605284117631,0.6550490856170654,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5903000
374339,CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA,"Diseñar y ejecutar estrategias de comunicación enfocadas en la educomunicación y la participación ciudadana en
los 80 municipios de la jurisdicción de Corantioquia.",Otro,3500.0,306.5121355124835,111038.66619627253,2.729699990129692e-07,11.418797478109814,0.7147566080093384,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5640580
767299,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,"EL CONTRATISTA se obliga a prestar sus servicios profesionales a la Oficina de Comunicaciones para brindar acompañamiento en la divulgación de información y en la estrategia de comunicación de los proyectos de infraestructura que adelante la Entidad, mediante la recopilación de información relevante que se publique en medios de comunicación sobre la Agencia",Prestación de servicios,65.99999999999999,0.040424245954516054,105458.34525174736,6.980178627021983e-23,1632.6835155876718,0.729248046875,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5756424
754900,DEPARTAMENTO DE ANTIOQUIA,"Realizar pauta publicitaria y estrategias de comunicación pública en los diferentes medios de comunicación, para apoyar actividades de promoción y divulgación de los proyectos y programas de la Gobernación de Antioquia.",Otro,3252.844679,393.66493127818774,61182.992784597736,1.969637636396374e-06,8.262978031694017,0.7410879135131836,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5956535
448220,SECRETARIA DISTRITAL DE HACIENDA,"Prestar servicios profesionales para el acompañamiento en el desarrollo de los procesos de comunicación, enmarcado en la gestión del conocimiento en virtud del control político y la gestión normativa de la Corporación.",Prestación de servicios,37.800000000000004,0.05888776437349711,24237.420429369424,2.9103192871276734e-19,641.89904986463,0.6800559759140015,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6148535
749211,FONDO UNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Prestar los servicios profesionales al Ministerio/Fondo Único de Tecnologías de la Información y las Comunicaciones en el diseño y desarrollo de la estrategia de comunicación del viceministerio de conectividad con el fin de promover los resultados de las iniciativas orientadas a mejorar el cierre de la brecha digital.,Prestación de servicios,152.83291699999998,0.7831085970149254,23160.43864349411,2.738738922983949e-16,195.16184292009135,0.6716194152832031,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5439220
450637,MUNICIPIO DE ENVIGADO,"Prestación de servicios profesionales de asesoría en las estrategias y procesos de comunicación, en las relaciones públicas entre la administración municipal y las diferentes organizaciones; los medios de comunicación; la comunidad y el público en general.",Prestación de servicios,108.99999999999999,0.7831085970149254,17666.296040385758,8.441563154374922e-15,139.18886909872927,0.7020260691642761,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5495839
11415,UNIVERSIDAD DEL VALLE,Prestar servicios profesionales especializados para el fortalecimiento de las comunicaciones institucionales de la Universidad del Valle en el marco de la gestión del proyecto de comunicaciones No.07023,Prestación de servicios,113.22849999999998,0.7831085970149254,13250.511446071127,7.405431292029359e-06,144.5885033462887,0.6871939301490784,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5752822
695104,COLJUEGOS,"Prestación de servicios profesionales para asesorar y apoyar la elaboración y ejecución de la estrategia de comunicaciones de la Gerencia de Control a las Operaciones Ilegales en concordancia con el área de comunicaciones, áreas misionales y de apoyo en COLJUEGOS",Decreto 092 de 2017,106.5,0.7831085970149254,12706.94772448893,3.026420043115769e-16,135.99646384417127,0.6557096242904663,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5524054
133021,MINISTERIO DE MINAS Y ENERGIA,Prestar servicios profesionales como apoyo al grupo de Comunicaciones y Prensa para el acompañamiento de puestas en escena de los directivos y creación de estrategias de comunicación del viceministerio de Energía.,Prestación de servicios,84.8,0.7831085970149254,11826.576189901763,1.126130461466303e-14,108.28638623460773,0.6703567504882812,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5647569
726623,UARIV-UNIDAD PARA LA ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS,"Prestar sus servicios profesionales a la Oficina Asesora de Comunicaciones de la Unidad para las Víctimas, como Web Master de la estrategia de comunicación",Prestación de servicios,104.49632199999998,0.7831085970149254,11426.45636245397,2.717258001405955e-15,133.43784297391434,0.7062563896179199,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5460829
706128,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,"43-0022 Prestación de servicios profesionales al Grupo de Comunicaciones del Ministerio de Ambiente y Desarrollo Sostenible para la elaboración de estrategias de comunicaciones, contenidos y cubrimientos periodísticos de los programas, proyectos y planes que adelanta la Entidad y sean asignados por el coordinador de la dependencia.",Prestación de servicios,89.60000000000001,0.7831085970149254,8930.535950185476,1.516691840414874e-15,114.41580432335914,0.6685892343521118,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5438660
201289,Superintendencia de Transporte,060_ Prestar los servicios profesionales para apoyar desde el grupo de comunicaciones de la Superintendencia de Transporte en el cumplimiento de la estrategia de información y comunicación externa de la Entidad en redes sociales.,Prestación de servicios,83.94999999999997,0.7831085970149254,8641.474802605879,2.1887132595379923e-14,107.20096844805798,0.6674655675888062,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5432864
328397,DISTRITO ESPECIAL DE CIENCIA TECNOLOGIA E INNOVACION DE MEDELLIN,"Contrato Interadministrativo para la ejecución de estrategias de comunicación y  plan de movilización  de los eventos, programas y proyectos",Otro,799.9999999999999,928.8020345126525,7338.417249790366,0.7616572495863462,0.8613245560123738,0.6667559146881104,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6079909
528912,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,"Prestar los servicios profesionales para el desarrollo de la estrategia de comunicaciones y de medios, requerida para el posicionamiento y divulgación de contenidos que visibilicen las políticas adelantadas por el Ministerio de Relaciones Exteriores",Prestación de servicios,77.99999999999999,0.7831085970149254,7262.419551439517,5.91713852254372e-14,99.60304394220994,0.7098180055618286,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5490595
771629,CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA,Prestar servicios profesionales para apoyar a la Oficina de comunicaciones en la coordinación del equipo creativo y estrategia digital para las campañas comunicacionales de Corantioquia,Prestación de servicios,92.54699999999998,0.7831085970149254,7181.441529022336,3.072179203268163e-15,118.17901163743208,0.6608665585517883,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5666184
88159,MINISTERIO DE VIVIENDA. CIUDAD Y TERRITORIO,"Prestar los servicios profesionales al Grupo de Comunicaciones en el 
desarrollo y seguimiento del plan de comunicaciones, diseñando e
implementando campañas, estrategias y tácticas de comunicación interna 
y externa, orientadas a las diferentes audiencias y al logro de los objetivos.",Prestación de servicios,69.99999999999999,0.7831085970149254,6565.3337365328825,3.383889603638133e-14,89.3873471276243,0.6693692207336426,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6284819
38392,SENA REGIONAL DISTRITO CAPITAL Grupo Administrativo Intercentros CGMLTI,"Prestar los servicios personales de carácter temporal, como Intérprete de lengua de señas colombiana para facilitar la comunicación y el acceso a la información de los aprendices con discapacidad que requieren los servicios en el proceso de enseñanza aprendizaje, así como las demás actividades encomendadas y complementarias que se deriven del objeto del contrato",Prestación de servicios,79.25000099999998,0.7831085970149254,6240.88456104231,3.000796193693521e-14,101.19924784645103,0.6623920202255249,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5558042
679966,SECRETARÍA DISTRITAL DE MOVILIDAD,"Prestar servicios profesionales especializados a la Oficina Asesora de Comunicaciones y 
Cultura para la Movilidad de la Secretaría Distrital de Movilidad para la elaboración de 
productos de comunicación masiva, redacción de boletines de prensa, producción de piezas 
informativas y divulgativas, para diferentes formatos, así como la organización de eventos 
relacionados con las actividades que ejecuta la entidad.",Prestación de servicios,59.600999999999985,0.7831085970149254,5923.271868543403,2.2938863061996276e-14,76.10821823076479,0.6692593693733215,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5824891
395339,MINISTERIO DE VIVIENDA. CIUDAD Y TERRITORIO,"Prestación de servicios profesionales al Grupo de Comunicaciones Estratégicas apoyando la ejecución del Plan de Comunicaciones del Ministerio de Vivienda, elaborando productos comunicacionales externos y/o internos para canales de difusión.",Prestación de servicios,72.00000000000001,0.7831085970149254,5593.016431786554,2.330089794222676e-13,91.94127133127074,0.6850759387016296,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5785684
312107,SENA REGIONAL DISTRITO CAPITAL Grupo Administrativo Intercentros CGMLTI,"Prestar los servicios personales de carácter temporal, como Intérprete de lengua de señas colombiana para facilitar la comunicación y el acceso a la información de los aprendices con discapacidad que requieren los servicios en el proceso de enseñanza aprendizaje, así como las demás actividades encomendadas y complementarias que se deriven del objeto del contrato",Prestación de servicios,79.25000099999998,0.7831085970149254,4925.654212071771,3.295898394390904e-14,101.19924784645103,0.6623920202255249,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5558042
26988,MINISTERIO DE VIVIENDA. CIUDAD Y TERRITORIO,Prestar los servicios profesionales a la gestión al Grupo de Comunicaciones Estratégicas en la edición de contenidos  audiovisuales y fotográficos para la difusión  de estos en los diferentes canales de comunicación internos y externos del ministerio.,Prestación de servicios,53.97425599999998,0.7831085970149254,4893.656932395915,1.825084868314888e-13,68.92307938610368,0.6805316209793091,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6108084
678135,PERSONERIA DE BOGOTA,"Prestación de servicios profesionales en la oficina asesora de comunicaciones para atender la implementación de la estrategia de comunicaciones, el manejo de medios y la comunicación política según los requerimientos de la OAC y el despacho.",Prestación de servicios,49.19999999999999,0.7831085970149254,4715.408204205661,1.0097219701950121e-13,62.82653540970165,0.6816794276237488,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5994676
674486,UARIV-UNIDAD PARA LA ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS,"Prestar sus servicios profesionales a la Oficina Asesora de Comunicaciones de la Unidad para las Victimas, apoyando la producción de contenido periodístico para la línea de acción estratégica de comunicación para la paz",Prestación de servicios,70.51047299999998,0.7831085970149254,4505.288496343173,6.270986191851712e-15,90.03920180262828,0.6510006189346313,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5783951
364421,PERSONERIA DISTRITAL DE MEDELLIN*,Prestación de servicios profesionales de Comunicador Social para la Oficina Asesora de Comunicaciones de la Personería Distrital de Medellín,Prestación de servicios,67.32000000000002,0.7831085970149254,4446.330763895472,9.4426114042813e-13,85.96508869473816,0.7132264375686646,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5513080
97715,PROSPERIDAD SOCIAL,"Prestar servicios profesionales para apoyar a la Oficina Asesora de Comunicaciones, en el
cumplimiento de actividades estratégicas en el cubrimiento periodístico, digital y
relacionamiento con medios de comunicación nacionales e internacionales.",Prestación de servicios,66.5,0.7831085970149254,4249.598930849677,1.20485941674169e-13,84.9179797712431,0.662115752696991,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6302501
233617,AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES - ANLA,7-0-24-13 Prestación de servicios profesionales para apoyar la ejecución de la estrategia de comunicación externa de la entidad enfocado a la divulgación de los avances y resultados de procesos de evaluación y seguimiento a los proyectos de la entidad.,Prestación de servicios,69.00000000000001,0.7831085970149254,4066.467393043707,1.98905710213486e-13,88.11038502580112,0.664841890335083,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5435809
452032,PERSONERIA DE ITAGUI,"Prestación de servicios profesionales y de apoyo a la gestión, por su cuenta y riesgo, sin vínculo laboral para atender todo lo relacionado con el proceso de comunicaciones de la Entidad.",Prestación de servicios,52.8,0.7831085970149254,4037.3597988349857,1.129815157919223e-12,67.4235989762652,0.6762490272521973,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5565068
615028,SENA REGIONAL DISTRITO CAPITAL Grupo Administrativo Intercentros CGMLTI,"Prestar los servicios personales de carácter temporal, como Intérprete de lengua de señas colombiana para facilitar la comunicación y el acceso a la información de los aprendices con discapacidad que requieren los servicios en el proceso de enseñanza aprendizaje, así como las demás actividades encomendadas y complementarias que se deriven del objeto del contrato",Prestación de servicios,79.25000099999998,0.7831085970149254,3861.3278837156386,2.9391962602969634e-14,101.19924784645103,0.6623920202255249,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5558042
94073,INSTITUTO NACIONAL PARA SORDOS,"Prestación de servicios de apoyo a la gestión para facilitar la comunicación, el acceso a la información y la eliminación de barreras comunicativas entre las personas sordas y oyentes, de acuerdo a las políticas y estrategias de inclusión, para la Subdirección de Gestión Educativa.",Prestación de servicios,40.0155,0.7831085970149254,3766.6843547238796,4.273636758922602e-12,51.098276985506445,0.7616308331489563,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5677083
31468,MINISTERIO DE VIVIENDA. CIUDAD Y TERRITORIO,"Prestar los servicios de apoyo a la gestión al Grupo de Comunicaciones 
Estratégicas en la preproducción, producción y edición de contenidos 
audiovisuales y fotográficos para difusión en los diferentes canales de 
comunicación internos y externos del ministerio, orientados a las 
audiencias de la entidad.",Prestación de servicios,53.09098800000001,0.7831085970149254,3740.130795252367,2.05888717102668e-13,67.79517962435054,0.7401463985443115,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5408314
172627,CONCEJO MUNICIPAL DE MEDELLIN,"El CONTRATISTA, de manera independiente, sin subordinación o dependencia, utilizando sus propios medios, prestará los servicios como técnico audiovisual como apoyo a la gestión de la Unidad de Comunicaciones y Relaciones Corporativas en el ejercicio de sus funciones y específicamente en la elaboración de contenidos audiovisuales y para redes sociales.",Prestación de servicios,41.52566900000001,0.7831085970149254,3687.5374642899487,2.267397003021468e-12,53.0267055658547,0.6772152185440063,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5516630
330913,ESCUELA SUPERIOR DE ADMINISTRACIÓN PUBLICA,Prestar servicios profesionales para apoyar la creación de  contenidos comunicacionales para las áreas que le sean asignadas en el marco del Plan Institucional de Comunicaciones.,Prestación de servicios,72.011833,101.34818502585054,3288.9100847843565,0.8036117611077266,0.7105389502696292,0.7318469882011414,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5656879
429139,ESCUELA SUPERIOR DE ADMINISTRACIÓN PUBLICA,Prestar servicios profesionales para apoyar la creación de contenidos comunicacionales para las áreas que le sean asignadas en el marco del Plan Institucional de Comunicaciones.,Prestación de servicios,76.32799999999999,101.34818502585054,3271.9773393668047,0.7918093159253102,0.7531264618160776,0.7512283325195312,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5518043
345641,JEP,"Prestar servicios profesionales especializados para apoyar y acompañar a la Subdirección de Comunicaciones en la gestión, articulación y seguimiento de las actividades y proyectos de carácter cultural que sean integrados con la política y estrategia de comunicaciones",Prestación de servicios,60.77711299999999,0.7831085970149254,3268.6973194463335,8.34586078982919e-14,77.6100699592264,0.7290322780609131,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6161974
363902,SECRETARÍA GENERAL DE LA ALCALDÍA MAYOR DE BOGOTÁ,"Prestar servicios profesionales para la planeación, orientación, gestión y seguimiento de las actividades necesarias para la estructuración de piezas comunicacionales y de acciones de comunicación pública que requiera la Oficina Consejería de Comunicaciones.",Prestación de servicios,55.135526000000006,0.7831085970149254,3245.173241295874,3.353676229144513e-12,70.40597716608795,0.7449981570243835,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5458910
